FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,forage_nom,forage_type,batiment_nom,geometry
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33d7,Maritime,Avé,Avé 1,Zolo,Todome,PEA TODOME,Avec tank sans pompe,Nsp,POINT (0.9498529027758124 6.374028975788915)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33d8,Maritime,Avé,Avé 1,Zolo,Dzogadze,PEA DZOGADZE,Avec tank sans pompe,Nsp,POINT (0.938010945077669 6.387231696915415)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33d9,Savanes,Tône,Tône 1,Toaga,Sidiki_kokongue,PEA Sidiki_kokongue,Avec tank sans pompe,Nsp,POINT (0.2734099999999999 10.853205)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33da,Savanes,Tône,Tône 1,Toaga,Sidigue Konkogue,PEA SIDIGUE KONKOGUE,Avec tank sans pompe,EPP SIDIGUE KONKOGUE,POINT (0.2754133333333335 10.850278333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33db,Savanes,Tône,Tône 4,Kantindi,Kantindi Centre,PEA KANTINDI CENTRE,Avec pompe et tank,Nsp,POINT (0.2798049999999999 10.897543333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33dc,Savanes,Tône,Tône 4,Kantindi,Nsp,PEA,Avec tank sans pompe,Nsp,POINT (0.2843050000000013 10.899886666666662)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33dd,Savanes,Tône,Tône 1,Toaga,Nsp,PEA,Avec tank sans pompe,Nsp,POINT (0.2725899999999998 10.89072666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33de,Maritime,Avé,Avé 1,Ando,Ando Akakpé,PEA ANDO AKAKPÉ,Avec pompe et tank,Nsp,POINT (0.8973666666666666 6.499149999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33df,Maritime,Avé,Avé 1,Kévé,Avedome,PEA AVEDOME,Avec tank sans pompe,Nsp,POINT (0.9674466666666665 6.469903333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e0,Maritime,Avé,Avé 1,Kévé,Zogbepim,PEA ZOGBEPIM,Avec pompe et tank,EPP ZOGBEPIME,POINT (0.9813012735697554 6.448492495646461)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e1,Maritime,Avé,Avé 1,Kévé,Seve Kpota,PEA SEVE KPOTA,Avec pompe et tank,CENTRE DE DÉVELOPPEMENT DES ENFATS AGAPE 1,POINT (0.9566833333333337 6.434418333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e2,Plateaux,Haho,Haho 4,Wahala,Alanna Kope,PEA Alanna kope,Avec pompe et tank,Nsp,POINT (1.124221666666667 7.165341666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e3,Plateaux,Haho,Haho 4,Wahala,Kalabe,PEA KALABE,Avec pompe et tank,EEP DU TOGO,POINT (1.0865999999999996 7.18385)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e4,Plateaux,Haho,Haho 4,Wahala,Nsp,PEA,Avec tank sans pompe,Fondation CDE,POINT (1.0963700000000012 7.169808333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e5,Plateaux,Haho,Haho 4,Wahala,Nsp,PEA,Avec pompe et tank,Église pentecôte du Togo,POINT (1.1249866666666666 7.165376666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e6,Maritime,Vo,Vo 1,Vo-Koutimé,Adjodogou,PEA ADJODOGOU,Avec tank sans pompe,Nsp,POINT (1.5742183333333337 6.332736666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e7,Maritime,Vo,Vo 1,Vo-Koutimé,Ayata,PEA AYATA,Avec tank sans pompe,Nsp,POINT (1.5676750000000004 6.334971666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e8,Maritime,Vo,Vo 1,Vogan,Logossame,PEA LOGOSSAME,Avec tank sans pompe,Nsp,POINT (1.560679212840429 6.330866370842843)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33e9,Maritime,Vo,Vo 1,Vo-Koutimé,Tome,PEA TOME,Avec tank sans pompe,Nsp,POINT (1.5675716666666673 6.339929999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ea,Maritime,Vo,Vo 1,Vo-Koutimé,Djokope,PEA DJOKOPE,Avec tank sans pompe,Nsp,POINT (1.5648233333333335 6.349098333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33eb,Maritime,Vo,Vo 1,Vogan,Massekope,PEA MASSEKOPE,Avec tank sans pompe,Nsp,POINT (1.5418600000000002 6.3764199999999995)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ec,Maritime,Vo,Vo 1,Vogan,Masse Cope,PEA MASSE COPE,Avec tank sans pompe,Nsp,POINT (1.5411577103997682 6.372207556913705)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ed,Maritime,Vo,Vo 1,Vogan,Massekopé,PEA Massekopé,Avec tank sans pompe,Nsp,POINT (1.538323333333333 6.373023333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ee,Maritime,Vo,Vo 1,Vogan,Masse Kope,PEA MASSE KOPE,Avec tank sans pompe,Nsp,POINT (1.5398766666666666 6.369416666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ef,Maritime,Vo,Vo 1,Vo-Koutimé,Vo Koutime,PEA VO KOUTIME,Avec tank sans pompe,Nsp,POINT (1.5562166666666666 6.361731666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f0,Maritime,Vo,Vo 1,Vo-Koutimé,Apegbo,PEA APEGBO,Avec tank sans pompe,Nsp,POINT (1.5550216666666665 6.367173333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f1,Maritime,Vo,Vo 1,Vogan,Hangbakoe,PEA HANGBAKOE,Avec tank sans pompe,Nsp,POINT (1.5476750000000001 6.358368333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f2,Maritime,Vo,Vo 1,Vogan,Kousseme,PEA KOUSSEME,Avec tank sans pompe,Nsp,POINT (1.5549550000000005 6.361506666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f3,Maritime,Vo,Vo 1,Vogan,Saba Cope,PEA SABA COPE,Avec tank sans pompe,Nsp,POINT (1.5383816666666663 6.390313333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f4,Maritime,Vo,Vo 1,Vogan,Koussegbe Legbanou,PEA KOUSSEGBE LEGBANOU,Avec tank sans pompe,Nsp,POINT (1.5322033333333338 6.3739583333333325)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f5,Maritime,Vo,Vo 1,Vogan,Massekope,PEA MASSEKOPE,Avec tank sans pompe,Nsp,POINT (1.542873798429861 6.368046876598098)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f6,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Adzakpa Kope,PEA ADZAKPA KOPE,Avec tank sans pompe,Nsp,POINT (0.8195433333333336 6.644721666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f7,Kara,Assoli,Assoli 1,Dako (Daoude),Kpalada,PEA KPALADA,Avec pompe et tank,Nsp,POINT (1.0758107602811455 9.319664885246423)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f8,Kara,Assoli,Assoli 1,Dako (Daoude),Kpengbele,PEA KPENGBELE,Avec pompe et tank,EPP KPENGBELE,POINT (1.0747030010165897 9.320484839625244)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33f9,Kara,Assoli,Assoli 1,Dako (Daoude),Nsp,PEA,Avec pompe et tank,Nsp,POINT (1.0759899958022554 9.320874984199726)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33fa,Kara,Assoli,Assoli 1,Dako (Daoude),Soureda,PEA SOUREDA,Nsp,Nsp,POINT (1.0781118049641571 9.318717854605937)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33fb,Kara,Assoli,Assoli 1,Dako (Daoude),Kawa,PEA KAWA,Avec pompe et tank,Nsp,POINT (0.9934558027336965 9.31282828828499)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33fc,Kara,Assoli,Assoli 1,Dako (Daoude),Kounka,PEA KOUNKA,Avec pompe et tank,MOSQUEE,POINT (1.099956164658086 9.349347171139161)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33fd,Kara,Assoli,Assoli 1,Dako (Daoude),Gnata,PEA GNATA,Avec pompe et tank,EPI WALDEINE,POINT (1.0641001367409046 9.30993935591449)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33fe,Kara,Assoli,Assoli 1,Dako (Daoude),Kirignan,PEA KIRIGNAN,Avec pompe et tank,MOSQUEE,POINT (1.0707329861781536 9.321389227097189)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_33ff,Kara,Binah,Binah 2,Kétao,Ewayiyo,PEA Ewayiyo,Avec pompe et tank,Nsp,POINT (1.309735 9.651744999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3400,Kara,Assoli,Assoli 1,Dako (Daoude),Kagnigbarada,PEA KAGNIGBARADA,Avec pompe et tank,MOSQUEE,POINT (1.0517458281465417 9.327539618798498)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3401,Kara,Assoli,Assoli 1,Dako (Daoude),Nsp,PEA,Avec pompe et tank,EPP KADJANDO,POINT (1.057152018615788 9.325266716263057)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3402,Maritime,Golfe,Golfe 6,Baguida,Devego,PEA DEVEGO,Avec pompe et tank,Nsp,POINT (1.3388783333333336 6.190288333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3403,Maritime,Golfe,Golfe 6,Baguida,Devego Darakope,PEA DEVEGO DARAKOPE,Avec tank sans pompe,Nsp,POINT (1.3388483333333332 6.190293333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3404,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Dangbessito,PEA DANGBESSITO,Avec tank sans pompe,EPP DANGBESSITO,POINT (1.1174450000000005 6.251988333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3405,Plateaux,Moyen-Mono,Moyen-Mono 1,Ahassomè,Ahassomé,PEA Ahassomé,Avec pompe et tank,Centre de santr,POINT (1.5051916666666663 7.234981666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3406,Maritime,Vo,Vo 3,Dagbati,Vo Attive,PEA VO ATTIVE,Avec tank sans pompe,CENTRE DE SANTÉ DE VO ATTIVE,POINT (1.4972633333333338 6.422941666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3407,Maritime,Golfe,Golfe 6,Baguida,Devego,PEA DEVEGO,Avec tank sans pompe,ETAT CIVIL DE DEVEGO,POINT (1.3449133333333338 6.195168333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3408,Maritime,Golfe,Golfe 6,Baguida,Devego,PEA DEVEGO,Avec pompe et tank,ETAT CIVIL DE DEVEGO,POINT (1.344865 6.195123333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3409,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Afiadegnigban,PEA AFIADEGNIGBAN,Avec tank sans pompe,EPP AFIADEGNIGBAN,POINT (1.1006533333333335 6.253181666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340a,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Afiadegnignan,PEA AFIADEGNIGNAN,Sans pompe ni tank,Nsp,POINT (1.1002533333333329 6.2557566666666675)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340b,Maritime,Avé,Avé 2,Aképé,Akepedo,PEA AKEPEDO,Avec pompe et tank,Nsp,POINT (1.08598 6.259076666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340c,Maritime,Avé,Avé 2,Aképé,Nsp,PEA,Avec pompe et tank,Nsp,POINT (1.0861900570984366 6.259140918426878)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340d,Maritime,Avé,Avé 2,Aképé,Nsp,PEA,Avec pompe et tank,Nsp,POINT (1.094633333333334 6.260061666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340e,Maritime,Zio,Zio 1,Gbatopé,Yobome,PEA YOBOME,Avec tank sans pompe,Nsp,POINT (1.3308466666666667 6.415023333333331)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_340f,Savanes,Oti,Oti 2,Loko,Nadjire,PEA NADJIRE,Avec tank sans pompe,CEG LOKO,POINT (0.2583500000000001 10.586173430071149)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3410,Savanes,Oti,Oti 2,Loko,Nsp,PEA,Avec pompe et tank,USP LOKO,POINT (0.25072727665726 10.577259259223096)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3411,Maritime,Lacs,Lacs 3,Agbodrafo,Kpime,PEA Kpime,Avec tank sans pompe,Mosquée,POINT (1.5050487120603981 6.212812795223669)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3412,Centrale,Blitta,Blitta 1,Blitta,Lama Kaza,PEA LAMA KAZA,Avec tank sans pompe,MARCHE DE BLITTA,POINT (0.9955800000000002 8.337831666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3413,Centrale,Blitta,Blitta 1,Blitta,Cnca,PEA CNCA,Avec tank sans pompe,ACTION SOCIALE BLITTA,POINT (0.9784116666666663 8.322936666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3414,Centrale,Blitta,Blitta 1,Blitta,Blitta-gare,PEA BLITTA-GARE,Avec tank sans pompe,CEG BLITTA-GARE 1,POINT (0.9868866666666675 8.32648333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3415,Centrale,Blitta,Blitta 1,Blitta,Blitta-gare,PEA BLITTA-GARE,Avec tank sans pompe,LYCEE BLITTA-GARE,POINT (0.9883802496018415 8.327684559634067)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3416,Plateaux,Ogou,Ogou 1,Djama,Awoyo Kamina,PEA AWOYO KAMINA,Avec tank sans pompe,Nsp,POINT (1.1722499999999996 7.512181666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3417,Kara,Binah,Binah 2,Kétao,Bonwaï,PEA Bonwaï,Avec pompe et tank,Nsp,POINT (1.3199533333333329 9.630368333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3418,Kara,Binah,Binah 2,Kétao,Bonwaï,PEA Bonwaï,Avec pompe et tank,Nsp,POINT (1.3226200000000006 9.633591666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3419,Kara,Binah,Binah 2,Kétao,Bonwaï,PEA Bonwaï,Avec pompe et tank,EPP BONWAÏ,POINT (1.3249233333333335 9.630548333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341a,Kara,Binah,Binah 2,Kétao,Waya,PEA Waya,Avec pompe et tank,CEG WAYO,POINT (1.3063616666666666 9.652851666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341b,Kara,Binah,Binah 2,Kétao,Nsp,PEA,Avec pompe et tank,Mosquée,POINT (1.3071066666666664 9.651760000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341c,Kara,Binah,Binah 2,Kétao,Tokdè,PEA Tokdè,Avec pompe et tank,Mosquée,POINT (1.3081016666666667 9.659344999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341d,Kara,Binah,Binah 2,Kétao,Ewayo,PEA Ewayo,Avec pompe sans tank,Nsp,POINT (1.3088516666666672 9.655856666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341e,Plateaux,Ogou,Ogou 1,Houdou,Adrjeke,PEA ADRJEKE,Avec pompe et tank,EPP ADJREKE,POINT (1.1662466666666673 7.590343333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_341f,Savanes,Oti-Sud,Oti-Sud 1,Tchamonga,Kpokou,PEA Kpokou,Avec pompe et tank,EPP KPOKOU,POINT (0.7054133333333326 10.505023333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3420,Kara,Binah,Binah 2,Sirka,Ndjeï,PEA NDJEÏ,Avec pompe et tank,CEG SIRKA,POINT (1.3490750000000002 9.506975)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3421,Kara,Doufelgou,Doufelgou 2,Défalé,Amounde,PEA AMOUNDE,Avec pompe et tank,Nsp,POINT (1.1070316666666669 9.853198333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3422,Plateaux,Haho,Haho 3,Kpédomé,Gnignon,PEA GNIGNON,Avec tank sans pompe,CHAMPS DES BOEUFS,POINT (1.224721666666667 7.045511666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3423,Plateaux,Haho,Haho 3,Kpédomé,Assizor,PEA ASSIZOR,Avec tank sans pompe,Nsp,POINT (1.2635166666666668 7.109853333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3424,Maritime,Vo,Vo 3,Dzrékpo,Kologo Centre,PEA KOLOGO CENTRE,Avec tank sans pompe,Nsp,POINT (1.5859949999999992 6.415478333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3425,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Logove,PEA Logove,Avec pompe et tank,Nsp,POINT (1.5866816666666672 6.434411666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3426,Maritime,Vo,Vo 3,Dzrékpo,Klologo,PEA KLOLOGO,Avec tank sans pompe,CEG & LYCÉE KLOLOGO,POINT (1.5877033333333335 6.4117733333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3427,Plateaux,Akébou,Akébou 1,Djon,Djon Adampe,PEA DJON ADAMPE,Avec tank sans pompe,Nsp,POINT (0.6698800000000003 7.710721666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3428,Plateaux,Akébou,Akébou 1,Djon,Djon Adampe,PEA DJON ADAMPE,Avec tank sans pompe,CENTRE COMMUNAUTAIRE DJON ADAMPE,POINT (0.6764816666666665 7.709986666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3429,Maritime,Vo,Vo 1,Vogan,Afidegnigban,PEA AFIDEGNIGBAN,Avec pompe sans tank,Centre de santé communautaire d'afidenyigba,POINT (1.5710916666666674 6.307811666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342a,Plateaux,Ogou,Ogou 1,Djama,Maroni,PEA MARONI,Avec pompe et tank,Nsp,POINT (1.1637150000000003 7.5307499999999985)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342b,Kara,Kozah,Kozah 1,Soumdina,Pida Agnongoside,PEA PIDA AGNONGOSIDE,Avec pompe et tank,Nsp,POINT (1.2545516666666672 9.635639999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342c,Kara,Kozah,Kozah 1,Soumdina,Marché De Pida,PEA MARCHÉ DE PIDA,Avec pompe et tank,MARCHE DE PIDA,POINT (1.2537500000000004 9.642078333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342d,Kara,Kozah,Kozah 1,Soumdina,Soumdina Bas,PEA SOUMDINA BAS,Avec pompe sans tank,CEG SOUMDINA BAS,POINT (1.2477233333333337 9.648883333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Brini-dibouide,PEA BRINI-DIBOUIDE,Avec pompe sans tank,Nsp,POINT (1.1835450000000003 8.952464999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_342f,Kara,Kozah,Kozah 1,Soumdina,Sodoa,PEA SODOA,Avec pompe et tank,EPP SODOA,POINT (1.2441399999999998 9.653319999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3430,Kara,Kozah,Kozah 1,Soumdina,Sodoa,PEA SODOA,Nsp,Nsp,POINT (1.2385535788070945 9.651410412980749)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3431,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tcheffi,PEA TCHEFFI,Avec pompe et tank,MAIREIE DE KPELE ADETA,POINT (0.734875 7.134798333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3432,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tcheffi,PEA TCHEFFI,Avec pompe et tank,MARCHÉ DE KPELE ADETA,POINT (0.736628333333333 7.134804999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3433,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Tcheffi,PEA TCHEFFI,Avec pompe et tank,AUDITORIUM D'ADETA,POINT (0.7337549999999996 7.1370016666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3434,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Govié,PEA GOVIÉ,Avec pompe sans tank,CRASE DE KPELE GOVIÉ,POINT (0.7363716666666671 7.149293333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3435,Plateaux,Haho,Haho 2,Djemegni,Totave,PEA TOTAVE,Avec tank sans pompe,Nsp,POINT (1.310071666666667 6.9201783333333315)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3436,Plateaux,Haho,Haho 1,Dalia,Guedeglele,PEA GUEDEGLELE,Avec tank sans pompe,Nsp,POINT (1.2727783333333333 6.860049999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3437,Plateaux,Haho,Haho 1,Atchavé,Klogname,PEA KLOGNAME,Avec pompe sans tank,USP DE KLOEGNAME,POINT (1.2513316666666663 6.887213333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3438,Plateaux,Haho,Haho 1,Dalia,Avedje- Dalia,PEA AVEDJE- DALIA,Avec tank sans pompe,CDEJ DIEU EST CAPABLE,POINT (1.2740533333333335 6.877878333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3439,Plateaux,Haho,Haho 1,Dalia,Kpekpatse,PEA KPEKPATSE,Avec tank sans pompe,Nsp,POINT (1.286133333333334 6.857476666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343a,Plateaux,Amou,Amou 3,Témédja,Temedja,PEA TEMEDJA,Avec tank sans pompe,CAMP TEMEDJA,POINT (1.059478333333334 7.515756666666663)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343b,Maritime,Vo,Vo 1,Vogan,Hotatimé,PEA Hotatimé,Avec tank sans pompe,Nsp,POINT (1.5286960781157204 6.38563352064656)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343c,Maritime,Vo,Vo 1,Vogan,Hotatimé,PEA Hotatimé,Avec tank sans pompe,Nsp,POINT (1.5280089467996045 6.384359180067562)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343d,Kara,Dankpen,Dankpen 3,Kidjabou,Ghanguel,PEA GHANGUEL,Avec pompe et tank,Nsp,POINT (0.4307716666666673 9.754433333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343e,Maritime,Vo,Vo 1,Vogan,Afowuime,PEA AFOWUIME,Avec tank sans pompe,Nsp,POINT (1.5153833333333329 6.377820000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_343f,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Tchalo,PEA TCHALO,Avec tank sans pompe,USP TCHALO,POINT (1.1158266666666665 8.931555000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3440,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Adjorogo,PEA ADJOROGO,Avec tank sans pompe,Nsp,POINT (1.1317600000000005 8.94261333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3441,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Adjorogo,PEA ADJOROGO,Avec tank sans pompe,Nsp,POINT (1.1326166666666668 8.942499999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3442,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Adjorogo,PEA ADJOROGO,Avec tank sans pompe,Nsp,POINT (1.137106666666667 8.939653333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3443,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Tchalo,PEA TCHALO,Avec tank sans pompe,Nsp,POINT (1.1288333333333336 8.950988333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3444,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Naworo,PEA NAWORO,Avec pompe sans tank,Nsp,POINT (1.1602366666666668 8.878961666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3445,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,N'digbe,PEA N'DIGBE,Avec tank sans pompe,Nsp,POINT (0.6720783333333337 7.139388333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3446,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,N'digbe Centre,PEA N'DIGBE CENTRE,Avec tank sans pompe,Nsp,POINT (0.6774233333333334 7.1400266666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3447,Plateaux,Danyi,Danyi 1,Danyi-Kakpa,N'digbe,PEA N'DIGBE,Avec tank sans pompe,Nsp,POINT (0.6768583333333333 7.139950000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3448,Maritime,Zio,Zio 1,Gbatopé,Ezor,PEA EZOR,Nsp,Nsp,POINT (1.367151666666667 6.407183333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3449,Maritime,Zio,Zio 1,Gbatopé,Yobo Sedzro,PEA YOBO SEDZRO,Avec tank sans pompe,Nsp,POINT (1.3418700044803338 6.414720009800419)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_344a,Maritime,Zio,Zio 1,Gbatopé,Yobome,PEA YOBOME,Avec tank sans pompe,EPP YOBOME,POINT (1.3309065921599608 6.416386545703131)
